,filename,alloc_size,array_index,bitvector,boolean,branch_cond,char_def,char_use,const_assign,counter,file_def,file_use,input,linear,loop_bound,loop_iterator,mode,offset,synt_const,unresolved_assign,used_in_arithm,A1,B2,C3,D4,E5,F6,G7,H8,I9,J10,K11,L12,M13,labels
909,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.5_true-unreach-call.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,22.41,29.31,0.0,0.0,84.48,51.72,0.0,0.0,70.68,87.93,0.0,1.72,0.0,0.0,17.24,70.68,63.79,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,33.0,67.0,4.0,1.0,62.0,9.0
910,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.4_false-unreach-call.2.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,27.08,29.16,0.0,0.0,87.5,54.16,0.0,0.0,68.75,89.58,0.0,0.0,0.0,0.0,16.66,68.75,60.41,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,25.0,63.0,22.0,2.0,39.0,9.0
911,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_aso_false-unreach-call.2.M1.c,0.0,7.28,0.0,28.15,6.31,0.0,0.0,42.23,46.11,0.0,0.0,18.44,64.56,0.0,0.48,8.73,0.0,15.04,31.06,23.78,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,6.0,282.0,13.0,6.0,263.0,9.0
912,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_ctm_true-unreach-call.3_true-termination.c,0.0,10.61,0.0,30.53,5.75,0.0,0.0,38.93,38.27,0.0,0.0,18.8,71.46,0.0,0.0,4.64,0.0,4.86,40.48,20.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,368.0,11.0,13.0,344.0,9.0
913,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_STARTPALS_ActiveStandby_false-unreach-call.1.ufo.BOUNDED-10.pals.c,0.0,0.0,0.0,31.68,40.59,0.0,0.0,89.1,48.51,0.0,0.0,54.45,90.09,0.0,0.99,10.89,0.0,10.89,54.45,1.98,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,13.0,82.0,17.0,3.0,62.0,9.0
914,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_ctm_true-unreach-call.1_true-termination.c,0.0,10.59,0.0,30.46,6.18,0.0,0.0,38.85,38.18,0.0,0.0,18.54,71.74,0.0,0.0,4.63,0.0,4.85,40.61,19.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,322.0,14.0,7.0,301.0,9.0
915,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_aso_false-unreach-call.1.M1.c,0.0,6.8,0.0,29.84,4.71,0.0,0.0,45.02,49.21,0.0,0.0,19.37,67.53,0.0,0.52,9.42,0.0,16.23,31.93,25.13,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,27.0,376.0,13.0,11.0,352.0,9.0
916,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.3_true-unreach-call.ufo.BOUNDED-6.pals_true-termination.c,0.0,0.0,0.0,29.72,21.62,0.0,0.0,81.08,51.35,0.0,0.0,59.45,86.48,0.0,2.7,0.0,0.0,8.1,59.45,54.05,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,17.0,57.0,14.0,1.0,42.0,9.0
917,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.5_true-unreach-call.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,68.65,48.01,0.0,0.0,94.84,76.98,0.0,0.0,45.63,97.22,0.0,0.39,15.87,0.0,17.85,45.63,28.17,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,61.0,224.0,31.0,4.0,189.0,9.0
918,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_aso_false-unreach-call.2.M4.c,0.0,6.53,0.0,31.15,5.52,0.0,0.0,46.23,50.25,0.0,0.0,18.59,68.34,0.0,0.5,9.04,0.0,15.57,31.15,24.12,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,27.0,337.0,13.0,9.0,315.0,9.0
919,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_aso_false-unreach-call.4.M4.c,0.0,8.46,0.0,27.82,3.62,0.0,0.0,39.91,43.14,0.0,0.0,18.14,67.74,0.0,0.4,7.25,0.0,12.5,35.08,26.2,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,27.0,549.0,36.0,16.0,497.0,9.0
920,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_nxt_false-unreach-call.2.M1.c,0.0,7.14,0.0,27.47,4.94,0.0,0.0,43.4,47.8,0.0,0.0,19.78,63.73,0.0,0.54,9.89,0.0,17.03,30.21,25.82,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,6.0,321.0,12.0,5.0,304.0,9.0
921,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_ctm_true-unreach-call.2_true-termination.c,0.0,10.89,0.0,29.41,5.88,0.0,0.0,37.03,36.38,0.0,0.0,18.51,69.49,0.0,0.0,4.57,0.0,4.79,40.08,19.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,717.0,39.0,23.0,655.0,9.0
922,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.3_false-unreach-call.2.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,50.7,43.66,0.0,0.0,90.14,67.6,0.0,0.0,63.38,94.36,0.0,0.0,16.9,0.0,21.12,63.38,42.25,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,28.0,78.0,2.0,2.0,74.0,9.0
923,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.4_false-unreach-call.2.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,62.16,46.62,0.0,0.0,92.56,73.64,0.0,0.0,54.05,95.94,0.0,0.67,16.21,0.0,18.91,54.05,33.1,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,47.0,112.0,11.0,22.0,79.0,9.0
924,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,26.66,22.22,0.0,0.0,82.22,48.88,0.0,0.0,64.44,86.66,0.0,2.22,0.0,0.0,8.88,64.44,57.77,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,24.0,69.0,4.0,1.0,64.0,9.0
925,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.5_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,69.32,48.2,0.0,0.0,95.61,77.29,0.0,0.0,45.81,97.6,0.0,0.0,15.93,0.0,17.92,45.81,27.88,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,61.0,207.0,41.0,7.0,159.0,9.0
926,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.6_false-unreach-call.2.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,22.72,30.3,0.0,0.0,87.87,51.51,0.0,0.0,74.24,89.39,0.0,0.0,0.0,0.0,18.18,74.24,65.15,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,42.0,81.0,8.0,2.0,71.0,9.0
927,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.4_false-unreach-call.1.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,27.08,29.16,0.0,0.0,87.5,54.16,0.0,0.0,68.75,89.58,0.0,0.0,0.0,0.0,16.66,68.75,60.41,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,25.0,67.0,2.0,0.0,65.0,9.0
928,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_ctm_true-unreach-call.2_true-termination.c,0.0,10.66,0.0,30.44,5.55,0.0,0.0,38.44,37.77,0.0,0.0,18.66,71.11,0.0,0.0,4.66,0.0,4.88,40.44,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,401.0,11.0,9.0,381.0,9.0
929,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_ctm_false-unreach-call.3_true-termination.c,0.0,10.84,0.0,29.5,6.29,0.0,0.0,37.52,36.87,0.0,0.0,18.43,70.06,0.0,0.0,4.55,0.0,4.77,40.13,19.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,1202.0,79.0,40.0,1083.0,9.0
930,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.5_false-unreach-call.4.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,69.84,48.09,0.0,0.0,95.03,77.86,0.0,0.0,45.8,97.32,0.0,0.38,15.26,0.0,17.17,45.8,27.09,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,66.0,225.0,35.0,5.0,185.0,9.0
931,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.5_true-unreach-call.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,69.32,48.2,0.0,0.0,95.61,77.29,0.0,0.0,45.81,97.6,0.0,0.0,15.93,0.0,17.92,45.81,27.88,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,61.0,226.0,53.0,6.0,167.0,9.0
932,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.3_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,54.54,44.15,0.0,0.0,90.9,70.12,0.0,0.0,62.33,94.8,0.0,0.0,15.58,0.0,19.48,62.33,38.96,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,31.0,85.0,4.0,1.0,80.0,9.0
933,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.4_false-unreach-call.3.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,63.26,46.93,0.0,0.0,93.87,74.14,0.0,0.0,54.42,96.59,0.0,0.0,16.32,0.0,19.04,54.42,32.65,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,47.0,121.0,16.0,2.0,103.0,9.0
934,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.5_true-unreach-call.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,24.56,29.82,0.0,0.0,87.71,52.63,0.0,0.0,71.92,89.47,0.0,0.0,0.0,0.0,17.54,71.92,63.15,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,33.0,49.0,4.0,0.0,45.0,9.0
935,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.6_true-unreach-call.ufo.BOUNDED-12.pals_true-termination.c,0.0,0.0,0.0,22.95,22.95,0.0,0.0,83.6,45.9,0.0,0.0,70.49,86.88,0.0,1.63,0.0,0.0,9.83,70.49,62.29,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,41.0,77.0,6.0,21.0,50.0,9.0
936,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_STARTPALS_Triplicated_false-unreach-call.1.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,44.32,62.88,0.0,0.0,86.59,60.82,0.0,0.0,55.67,88.65,0.0,1.03,16.49,0.0,19.58,55.67,3.09,50.0,50.0,50.0,50.0,50.0,0.0,0.0,4.0,10.0,88.0,24.0,0.0,64.0,9.0
937,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.4_overflow_false-unreach-call.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,29.54,22.72,0.0,0.0,86.36,50.0,0.0,0.0,65.9,88.63,0.0,0.0,0.0,0.0,9.09,65.9,56.81,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,24.0,62.0,2.0,1.0,59.0,9.0
938,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.4_false-unreach-call.1.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,61.15,38.12,0.0,0.0,93.52,72.66,0.0,0.0,54.67,96.4,0.0,0.0,17.26,0.0,20.14,54.67,34.53,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,31.0,106.0,6.0,3.0,97.0,9.0
939,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_nxt_true-unreach-call.2.M1.c,0.0,5.59,0.0,30.43,3.72,0.0,0.0,48.44,53.41,0.0,0.0,20.49,65.21,0.0,0.62,11.18,0.0,19.25,27.95,27.32,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,27.0,277.0,9.0,3.0,265.0,9.0
940,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_nxt_false-unreach-call.1.M1.c,0.0,5.52,0.0,28.22,4.29,0.0,0.0,46.01,50.92,0.0,0.0,20.24,63.19,0.0,0.61,11.04,0.0,19.01,28.22,27.6,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,4.0,270.0,9.0,9.0,252.0,9.0
941,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.6_false-unreach-call.1.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,22.72,30.3,0.0,0.0,87.87,51.51,0.0,0.0,74.24,89.39,0.0,0.0,0.0,0.0,18.18,74.24,65.15,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,42.0,82.0,1.0,15.0,66.0,9.0
942,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.4_true-unreach-call.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,27.08,29.16,0.0,0.0,87.5,54.16,0.0,0.0,68.75,89.58,0.0,0.0,0.0,0.0,16.66,68.75,60.41,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,25.0,72.0,15.0,0.0,57.0,9.0
943,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_ctm_true-unreach-call.4_true-termination.c,0.0,10.61,0.0,30.53,5.97,0.0,0.0,38.93,38.27,0.0,0.0,18.58,71.68,0.0,0.0,4.64,0.0,4.86,40.48,19.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,346.0,10.0,8.0,328.0,9.0
944,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.4_false-unreach-call.2.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,60.0,46.42,0.0,0.0,92.14,72.14,0.0,0.0,54.28,95.71,0.0,0.71,17.14,0.0,20.0,54.28,35.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,43.0,112.0,10.0,2.0,100.0,9.0
945,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.3_false-unreach-call.1.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,33.33,22.22,0.0,0.0,86.11,52.77,0.0,0.0,61.11,88.88,0.0,0.0,0.0,0.0,8.33,61.11,52.77,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,17.0,61.0,2.0,1.0,58.0,9.0
946,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.5_false-unreach-call.3.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,69.84,48.09,0.0,0.0,95.03,77.86,0.0,0.0,45.8,97.32,0.0,0.38,15.26,0.0,17.17,45.8,27.09,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,66.0,230.0,29.0,2.0,199.0,9.0
947,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.5_false-unreach-call.1.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,26.92,23.07,0.0,0.0,86.53,48.07,0.0,0.0,69.23,88.46,0.0,0.0,0.0,0.0,9.61,69.23,59.61,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,32.0,82.0,1.0,14.0,67.0,9.0
948,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_STARTPALS_Triplicated_false-unreach-call.2.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,42.85,62.24,0.0,0.0,84.69,60.2,0.0,0.0,55.1,87.75,0.0,2.04,16.32,0.0,19.38,55.1,4.08,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,10.0,98.0,31.0,1.0,66.0,9.0
949,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.5_true-unreach-call.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,26.92,23.07,0.0,0.0,86.53,48.07,0.0,0.0,69.23,88.46,0.0,0.0,0.0,0.0,9.61,69.23,59.61,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,32.0,62.0,5.0,0.0,57.0,9.0
950,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_aso_true-unreach-call.1.M1.c,0.0,7.57,0.0,27.77,5.55,0.0,0.0,42.42,46.46,0.0,0.0,19.19,65.15,0.0,0.5,9.09,0.0,15.65,31.81,24.74,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,6.0,316.0,16.0,7.0,293.0,9.0
951,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.8_true-unreach-call.ufo.BOUNDED-16.pals_true-termination.c,0.0,0.0,0.0,20.77,23.37,0.0,0.0,84.41,44.15,0.0,0.0,74.02,87.01,0.0,1.29,0.0,0.0,10.38,74.02,64.93,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,62.0,109.0,20.0,2.0,87.0,9.0
952,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.4_false-unreach-call.1.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,24.48,28.57,0.0,0.0,83.67,53.06,0.0,0.0,67.34,87.75,0.0,2.04,0.0,0.0,16.32,67.34,61.22,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,25.0,74.0,16.0,1.0,57.0,9.0
953,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_STARTPALS_ActiveStandby_false-unreach-call.4_2.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,33.0,41.0,0.0,0.0,91.0,49.0,0.0,0.0,55.0,91.0,0.0,0.0,11.0,0.0,11.0,55.0,1.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,13.0,89.0,4.0,0.0,85.0,9.0
954,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_aso_false-unreach-call.4.M1.c,0.0,8.46,0.0,28.22,3.62,0.0,0.0,39.91,43.14,0.0,0.0,18.14,67.74,0.0,0.4,7.25,0.0,12.5,35.08,26.2,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,27.0,650.0,22.0,13.0,615.0,9.0
955,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_STARTPALS_Triplicated_true-unreach-call.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,44.32,62.88,0.0,0.0,86.59,60.82,0.0,0.0,55.67,88.65,0.0,1.03,16.49,0.0,19.58,55.67,3.09,50.0,50.0,50.0,50.0,50.0,0.0,0.0,4.0,10.0,96.0,31.0,1.0,64.0,9.0
956,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.3_false-unreach-call.1.ufo.BOUNDED-6.pals_true-termination.c,0.0,0.0,0.0,48.61,34.72,0.0,0.0,87.5,66.66,0.0,0.0,62.5,93.05,0.0,1.38,16.66,0.0,20.83,62.5,43.05,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,22.0,67.0,6.0,1.0,60.0,9.0
957,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.4_false-unreach-call.2.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,24.48,28.57,0.0,0.0,83.67,53.06,0.0,0.0,67.34,87.75,0.0,2.04,0.0,0.0,16.32,67.34,61.22,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,25.0,76.0,12.0,0.0,64.0,9.0
958,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_aso_false-unreach-call.2.M4.c,0.0,7.28,0.0,28.15,6.31,0.0,0.0,42.23,46.11,0.0,0.0,18.44,64.56,0.0,0.48,8.73,0.0,15.04,31.06,23.78,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,6.0,1679.0,167.0,59.0,1453.0,9.0
959,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.4_false-unreach-call.4.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,60.0,46.42,0.0,0.0,92.14,72.14,0.0,0.0,54.28,95.71,0.0,0.71,17.14,0.0,20.0,54.28,35.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,43.0,123.0,14.0,1.0,108.0,9.0
960,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr-var-start-time.3_false-unreach-call.2.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,30.76,28.2,0.0,0.0,87.17,56.41,0.0,0.0,64.1,89.74,0.0,0.0,0.0,0.0,15.38,64.1,56.41,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,18.0,65.0,21.0,2.0,42.0,9.0
961,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_aso_true-unreach-call.3.M1.c,0.0,8.33,0.0,26.98,3.17,0.0,0.0,38.49,41.66,0.0,0.0,17.85,67.46,0.0,0.39,7.14,0.0,12.3,36.11,27.38,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,27.0,510.0,17.0,12.0,481.0,9.0
962,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.5_false-unreach-call.3.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,68.65,48.01,0.0,0.0,94.84,76.98,0.0,0.0,45.63,97.22,0.0,0.39,15.87,0.0,17.85,45.63,28.17,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,61.0,202.0,40.0,5.0,157.0,9.0
963,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_STARTPALS_ActiveStandby_false-unreach-call.5.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,33.0,41.0,0.0,0.0,91.0,49.0,0.0,0.0,55.0,91.0,0.0,0.0,11.0,0.0,11.0,55.0,1.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,13.0,81.0,3.0,1.0,77.0,9.0
964,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.5_false-unreach-call.2.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,69.84,48.09,0.0,0.0,95.03,77.86,0.0,0.0,45.8,97.32,0.0,0.38,15.26,0.0,17.17,45.8,27.09,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,66.0,213.0,44.0,3.0,166.0,9.0
965,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_floodmax.5_false-unreach-call.2.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,68.65,48.01,0.0,0.0,94.84,76.98,0.0,0.0,45.63,97.22,0.0,0.39,15.87,0.0,17.85,45.63,28.17,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,61.0,221.0,41.0,5.0,175.0,9.0
966,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.7_false-unreach-call.1.ufo.BOUNDED-14.pals_true-termination.c,0.0,0.0,0.0,21.73,23.18,0.0,0.0,84.05,44.92,0.0,0.0,72.46,86.95,0.0,1.44,0.0,0.0,10.14,72.46,63.76,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,51.0,68.0,8.0,0.0,60.0,9.0
967,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.6_false-unreach-call.1.ufo.UNBOUNDED.pals.c,0.0,0.0,0.0,25.0,23.33,0.0,0.0,86.66,46.66,0.0,0.0,71.66,88.33,0.0,0.0,0.0,0.0,10.0,71.66,61.66,0.0,0.0,0.0,100.0,100.0,0.0,0.0,4.0,41.0,86.0,3.0,1.0,82.0,9.0
968,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekh_nxt_false-unreach-call.2.M4.c,0.0,6.28,0.0,29.14,4.0,0.0,0.0,46.28,50.85,0.0,0.0,20.0,66.28,0.0,0.57,10.28,0.0,17.71,30.28,26.28,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,27.0,326.0,11.0,8.0,307.0,9.0
969,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_aso_false-unreach-call.1.M4.c,0.0,7.57,0.0,27.77,5.55,0.0,0.0,42.42,46.46,0.0,0.0,19.19,65.15,0.0,0.5,9.09,0.0,15.65,31.81,24.74,100.0,100.0,100.0,0.0,0.0,0.0,0.0,3.0,6.0,1488.0,166.0,64.0,1258.0,9.0
970,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.4_true-unreach-call.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,62.16,46.62,0.0,0.0,92.56,73.64,0.0,0.0,54.05,95.94,0.0,0.67,16.21,0.0,18.91,54.05,33.1,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,47.0,118.0,10.0,13.0,95.0,9.0
971,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.5_false-unreach-call.1.ufo.BOUNDED-10.pals_true-termination.c,0.0,0.0,0.0,69.84,40.45,0.0,0.0,95.03,77.86,0.0,0.0,45.8,97.32,0.0,0.38,15.26,0.0,17.17,45.8,27.09,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,46.0,233.0,61.0,3.0,169.0,9.0
972,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/rekcba_ctm_false-unreach-call.2_true-termination.c,0.0,10.91,0.0,29.47,5.67,0.0,0.0,37.11,36.46,0.0,0.0,18.55,69.43,0.0,0.0,4.58,0.0,4.8,39.95,19.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,765.0,40.0,27.0,698.0,9.0
973,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.4_false-unreach-call.3.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,62.16,46.62,0.0,0.0,92.56,73.64,0.0,0.0,54.05,95.94,0.0,0.67,16.21,0.0,18.91,54.05,33.1,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,47.0,137.0,22.0,16.0,99.0,9.0
974,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_opt-floodmax.4_false-unreach-call.1.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,62.16,38.51,0.0,0.0,92.56,73.64,0.0,0.0,54.05,95.94,0.0,0.67,16.21,0.0,18.91,54.05,33.1,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,35.0,131.0,22.0,5.0,104.0,9.0
975,/proj/SMACK/sv-benchmarks/c/seq-mthreaded/pals_lcr.4_false-unreach-call.1.ufo.BOUNDED-8.pals_true-termination.c,0.0,0.0,0.0,26.66,22.22,0.0,0.0,82.22,48.88,0.0,0.0,64.44,86.66,0.0,2.22,0.0,0.0,8.88,64.44,57.77,100.0,100.0,100.0,0.0,0.0,0.0,0.0,4.0,24.0,58.0,4.0,0.0,54.0,9.0
